고객명,성별,나이,직업,거주지,선호채널,연락처,결혼여부,자녀유무,거주 주택유형,주택 소유 여부,차량 보유 여부,차량명,연식,마케팅 활용 동의 여부,보험계약 변경 여부,보험계약 해지 여부,대출 여부,보험금 청구 유무,기타 상담 내용,자동차 보험 가입 여부,대물 보장금액,대인 보장금액,운행거리할인 특약 가입여부,생명보험 가입상품,총 납입보험료,보험계약 유지기간,대출 건수,대출 금액,대출상품,캠페인/동의정보,디지털접촉횟수,조회 정보,관심 이벤트,제공 정보
김지후,남성,24,물리치료사,수원,이메일,010-6113-8629,결혼,아니오,오피스텔,아니오,아니오,,,예,아니오,예,예,예,보험료 문의,아니오,0,0,아니오,연금상품,985278,10,1,0,담보대출,아니오,40,3,결제 기한,SMS
강철수,남성,45,물리치료사,부산,전화,010-5372-6954,결혼,아니오,연립주택,예,예,아반떼,2011,아니오,아니오,예,예,아니오,보험료 문의,예,432515150,무한,예,정기상품,1642751,12,1,2870945,,예,11,15,정책 알림,이메일
최민석,여성,35,디자이너,대구,이메일,010-4283-9630,미혼,아니오,아파트,예,예,아우디,2006,예,아니오,예,예,예,해지 문의,예,904835508,무한,아니오,암보험,3327465,19,2,0,신용대출,아니오,16,5,결제 기한,앱 알림
강지안,여성,33,변호사,창원,대면,010-3027-6942,결혼,아니오,아파트,예,예,스포티지,2019,아니오,예,아니오,아니오,아니오,해지 문의,예,408678255,무한,아니오,암보험,1858974,3,2,1042538,담보대출,예,38,14,결제 기한,이메일
윤유나,여성,66,소프트웨어 엔지니어,수원,전화,010-1634-2468,결혼,예,오피스텔,예,아니오,,,예,아니오,예,아니오,예,보험료 문의,아니오,0,0,아니오,정기상품,3053160,12,2,695499,,아니오,41,10,결제 기한,앱 알림
장승현,남성,43,마케터,광주,온라인,010-8155-7969,미혼,아니오,아파트,예,예,테슬라,2016,예,예,아니오,예,예,해지 문의,예,775761619,무한,예,정기상품,158224,6,2,4728683,보험계약대출,아니오,13,16,결제 기한,SMS
강승현,남성,56,예술가,울산,대면,010-2046-7480,미혼,아니오,연립주택,예,아니오,,,예,예,예,예,예,보장 내용 문의,아니오,0,0,아니오,정기상품,3771474,19,1,7979599,신용대출,아니오,48,2,정책 알림,전화
임지환,남성,42,회계사,광주,이메일,010-8659-4652,결혼,아니오,빌라,예,아니오,,,예,예,아니오,아니오,예,해지 문의,아니오,0,0,아니오,정기상품,1539384,11,3,4716765,보험계약대출,아니오,33,6,결제 기한,전화
정태린,여성,59,연구원,창원,이메일,010-5488-3025,결혼,예,아파트,아니오,아니오,,,아니오,예,아니오,아니오,예,보험료 문의,아니오,0,0,아니오,종신상품,767824,16,0,4387534,,아니오,38,18,정책 알림,앱 알림
김수빈,여성,56,의사,성남,대면,010-9966-5428,미혼,아니오,오피스텔,예,아니오,,,아니오,예,예,예,아니오,해지 문의,아니오,0,0,아니오,종신상품,3813191,5,2,8320026,보험계약대출,아니오,16,2,신제품 출시,전화
박서린,여성,37,회계사,광주,온라인,010-7050-3311,미혼,아니오,오피스텔,아니오,아니오,,,예,아니오,아니오,예,예,보험료 문의,아니오,0,0,아니오,암보험,1532961,9,3,0,보험계약대출,아니오,11,12,할인 혜택,SMS
이지환,남성,36,의사,성남,전화,010-9559-3385,결혼,아니오,주택,예,예,아반떼,2021,아니오,아니오,예,예,예,보험료 문의,예,164617823,무한,예,암보험,3917518,8,2,0,신용대출,아니오,37,17,할인 혜택,앱 알림
윤민지,여성,66,디자이너,울산,온라인,010-5651-1265,결혼,아니오,연립주택,아니오,예,쏘나타,2019,아니오,예,예,예,아니오,계약 변경 요청,예,466304953,무한,아니오,정기상품,3186423,11,0,8014824,보험계약대출,예,39,16,신제품 출시,앱 알림
조연아,여성,38,소프트웨어 엔지니어,인천,이메일,010-6376-5879,결혼,예,주택,아니오,아니오,,,예,예,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,3036505,6,2,9162918,,예,23,17,결제 기한,이메일
박연우,남성,38,회계사,부산,이메일,010-1730-4111,미혼,아니오,빌라,아니오,예,아반떼,2016,아니오,예,예,아니오,아니오,계약 변경 요청,예,948655270,무한,아니오,연금상품,2972470,11,1,8683384,신용대출,아니오,0,11,할인 혜택,앱 알림
강시우,남성,53,디자이너,인천,전화,010-6336-4072,미혼,아니오,빌라,아니오,예,아우디,2018,예,아니오,예,아니오,예,해지 문의,예,957980518,무한,아니오,종신상품,1298409,7,3,0,보험계약대출,아니오,22,10,신제품 출시,전화
정승우,남성,61,변호사,대전,온라인,010-9821-2449,미혼,아니오,아파트,예,예,그랜저,2006,아니오,예,아니오,예,아니오,계약 변경 요청,예,472050618,무한,예,연금상품,1603568,9,2,8251673,신용대출,예,7,8,신제품 출시,전화
정수호,여성,33,작가,대구,온라인,010-3919-5832,결혼,아니오,주택,예,아니오,,,아니오,아니오,아니오,아니오,예,기타,아니오,0,0,아니오,정기상품,2354821,2,3,1082241,신용대출,아니오,12,2,결제 기한,이메일
김정우,남성,48,작가,대전,대면,010-6348-6035,결혼,아니오,오피스텔,아니오,예,테슬라,2019,아니오,예,아니오,예,아니오,보장 내용 문의,예,679676431,무한,예,정기상품,3614448,20,2,0,신용대출,아니오,30,15,정책 알림,이메일
임유경,여성,24,사진작가,서울,전화,010-4956-4729,결혼,예,주택,아니오,아니오,,,예,예,아니오,아니오,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,2511274,18,1,9166970,담보대출,아니오,16,8,할인 혜택,이메일
조채은,여성,41,변호사,대구,온라인,010-8999-7274,결혼,예,연립주택,예,아니오,,,예,예,예,아니오,아니오,기타,아니오,0,0,아니오,정기상품,1597299,18,0,8347408,신용대출,예,41,12,신제품 출시,SMS
조은율,여성,57,엔지니어,대전,이메일,010-1753-2726,미혼,아니오,빌라,예,아니오,,,예,예,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,연금상품,244655,1,1,9444756,담보대출,예,12,9,결제 기한,SMS
이예빈,여성,54,디자이너,성남,이메일,010-1471-4790,미혼,아니오,연립주택,예,아니오,,,아니오,아니오,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,종신상품,4395295,11,1,0,담보대출,예,13,17,정책 알림,이메일
임도윤,남성,46,의사,서울,온라인,010-6752-5985,미혼,아니오,주택,아니오,아니오,,,아니오,예,예,아니오,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,3452112,9,0,1743158,담보대출,아니오,28,5,할인 혜택,이메일
강채은,여성,60,간호사,울산,전화,010-1485-6666,결혼,아니오,오피스텔,아니오,예,포드,2007,예,아니오,아니오,예,아니오,기타,예,344961463,무한,아니오,정기상품,4605844,11,3,5978764,보험계약대출,아니오,42,3,정책 알림,앱 알림
김하준,남성,49,의사,울산,대면,010-4684-8708,결혼,아니오,오피스텔,예,예,그랜저,2006,아니오,예,예,아니오,아니오,계약 변경 요청,예,531067212,무한,예,정기상품,2126007,13,0,1430979,담보대출,아니오,12,15,결제 기한,SMS
이연서,여성,25,기자,부산,대면,010-3545-7245,미혼,아니오,아파트,아니오,예,스포티지,2007,아니오,아니오,아니오,예,아니오,계약 변경 요청,예,967752334,무한,아니오,종신상품,3746600,1,0,3887784,신용대출,아니오,34,1,할인 혜택,전화
박민수,남성,51,의사,서울,온라인,010-1564-2762,미혼,아니오,오피스텔,예,예,아반떼,2012,아니오,예,예,아니오,아니오,보장 내용 문의,예,925043287,무한,아니오,종신상품,3179921,4,2,0,,예,18,11,정책 알림,앱 알림
박가온,여성,53,엔지니어,성남,전화,010-6316-8717,미혼,아니오,연립주택,아니오,아니오,,,예,예,예,예,아니오,보험료 문의,아니오,0,0,아니오,연금상품,2171614,5,2,3697524,신용대출,아니오,50,8,할인 혜택,전화
최재민,여성,38,방송인,창원,대면,010-9682-4196,미혼,아니오,빌라,예,예,아우디,2014,아니오,예,아니오,예,예,보험료 문의,예,877979366,무한,예,암보험,4959232,20,2,0,,예,17,13,할인 혜택,앱 알림
김지훈,남성,45,프로그램 개발자,부산,대면,010-9372-7756,결혼,아니오,아파트,아니오,예,K5,2008,예,아니오,예,예,예,보장 내용 문의,예,158047887,무한,예,정기상품,359029,17,1,3314317,보험계약대출,아니오,34,20,신제품 출시,SMS
박나연,여성,68,디자이너,광주,온라인,010-1899-7050,미혼,아니오,주택,예,예,쏘나타,2012,예,예,아니오,예,아니오,보험료 문의,예,506764866,무한,예,암보험,4376128,16,3,7363030,보험계약대출,아니오,29,1,정책 알림,앱 알림
최하영,여성,55,의사,인천,온라인,010-1572-8294,결혼,예,아파트,예,아니오,,,예,예,예,예,아니오,보장 내용 문의,아니오,0,0,아니오,정기상품,2238595,11,1,0,보험계약대출,예,0,6,신제품 출시,이메일
김채윤,여성,57,기자,수원,대면,010-9686-6712,결혼,아니오,주택,아니오,아니오,,,아니오,아니오,예,예,아니오,계약 변경 요청,아니오,0,0,아니오,암보험,2905479,8,2,7626989,신용대출,아니오,8,5,할인 혜택,이메일
이경수,남성,67,운동선수,울산,전화,010-8881-5432,미혼,아니오,연립주택,아니오,예,K5,2005,예,아니오,예,예,아니오,해지 문의,예,352374155,무한,예,연금상품,2764911,2,2,767140,담보대출,아니오,50,0,신제품 출시,앱 알림
이예림,여성,53,마케터,성남,온라인,010-3664-9412,미혼,아니오,연립주택,아니오,예,포드,2000,아니오,아니오,예,아니오,예,보험료 문의,예,300704523,무한,아니오,종신상품,4726154,5,0,5999676,보험계약대출,아니오,0,7,정책 알림,앱 알림
강예림,여성,46,운동선수,부산,온라인,010-1638-3093,미혼,아니오,연립주택,예,예,벤츠,2000,예,예,예,예,예,보험료 문의,예,642735709,무한,예,암보험,3327318,18,1,0,신용대출,예,29,12,신제품 출시,전화
이하민,여성,55,디자이너,서울,대면,010-4581-4172,미혼,아니오,아파트,예,예,그랜저,2013,아니오,아니오,예,예,예,계약 변경 요청,예,660129733,무한,아니오,암보험,1932890,18,2,2740064,신용대출,아니오,45,19,결제 기한,전화
임유정,여성,49,회계사,인천,온라인,010-5622-5271,미혼,아니오,주택,아니오,예,포드,2003,예,아니오,예,예,예,기타,예,232020980,무한,예,연금상품,4162781,13,2,0,보험계약대출,아니오,31,0,정책 알림,이메일
임은호,남성,70,운동선수,인천,온라인,010-9760-7087,미혼,아니오,빌라,예,아니오,,,예,예,아니오,예,예,보험료 문의,아니오,0,0,아니오,연금상품,4488986,1,2,7440798,담보대출,예,35,6,결제 기한,전화
윤태윤,남성,52,교사,인천,이메일,010-7856-8051,미혼,아니오,오피스텔,아니오,아니오,,,예,아니오,예,아니오,예,보장 내용 문의,아니오,0,0,아니오,종신상품,1761697,4,3,8482585,담보대출,예,16,1,결제 기한,전화
강유나,여성,52,교사,서울,대면,010-4386-7389,결혼,예,연립주택,아니오,예,K5,2009,예,예,아니오,아니오,예,계약 변경 요청,예,576475876,무한,아니오,종신상품,4592560,8,0,8652987,담보대출,예,43,11,정책 알림,전화
조은우,여성,66,회계사,광주,대면,010-7957-3005,결혼,아니오,오피스텔,예,예,그랜저,2022,예,예,예,예,예,보장 내용 문의,예,221390666,무한,예,암보험,887157,4,1,6989507,,예,2,5,신제품 출시,전화
조민석,여성,40,엔지니어,대구,전화,010-6181-1724,미혼,아니오,연립주택,예,아니오,,,예,예,아니오,예,예,계약 변경 요청,아니오,0,0,아니오,암보험,3918435,10,3,4364399,담보대출,아니오,3,10,신제품 출시,앱 알림
최건우,남성,35,변호사,성남,전화,010-8544-2372,결혼,아니오,빌라,아니오,아니오,,,예,예,아니오,예,예,해지 문의,아니오,0,0,아니오,연금상품,2958945,16,2,3506829,보험계약대출,예,11,9,신제품 출시,전화
장유진,여성,27,물리치료사,울산,대면,010-2241-7936,결혼,예,오피스텔,아니오,아니오,,,예,아니오,예,아니오,예,기타,아니오,0,0,아니오,종신상품,1108209,14,3,2460846,,아니오,25,16,신제품 출시,앱 알림
김하빈,여성,65,예술가,창원,대면,010-5925-8773,미혼,아니오,빌라,아니오,예,쏘나타,2008,예,예,아니오,예,아니오,보험료 문의,예,407213142,무한,예,정기상품,2894088,17,1,0,담보대출,예,19,17,할인 혜택,전화
정승환,여성,44,바리스타,인천,이메일,010-4635-8252,결혼,아니오,주택,아니오,아니오,,,예,예,예,예,아니오,기타,아니오,0,0,아니오,정기상품,4017399,9,0,1555275,보험계약대출,예,10,15,결제 기한,SMS
김지수,여성,65,소프트웨어 엔지니어,서울,대면,010-5819-8210,결혼,아니오,오피스텔,아니오,예,벤츠,2021,예,예,예,아니오,예,계약 변경 요청,예,795026486,무한,예,암보험,4143783,12,0,2394946,담보대출,예,39,16,결제 기한,이메일
강태훈,여성,50,간호사,부산,이메일,010-5332-7353,결혼,예,아파트,아니오,예,K5,2021,아니오,아니오,예,예,아니오,보장 내용 문의,예,842208997,무한,아니오,정기상품,2019015,8,0,9550391,신용대출,아니오,45,11,할인 혜택,SMS
김건우,남성,40,변호사,광주,대면,010-5562-1367,미혼,아니오,연립주택,아니오,아니오,,,예,예,아니오,아니오,예,기타,아니오,0,0,아니오,정기상품,2293506,4,1,6604688,담보대출,아니오,11,16,결제 기한,SMS
윤하은,여성,31,마케터,수원,이메일,010-8482-9210,미혼,아니오,주택,아니오,아니오,,,예,예,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,암보험,155432,10,3,0,신용대출,예,47,11,할인 혜택,전화
윤나영,여성,56,요리사,대전,온라인,010-8847-8686,결혼,예,오피스텔,예,아니오,,,예,아니오,예,예,예,해지 문의,아니오,0,0,아니오,정기상품,547962,13,0,0,신용대출,아니오,23,4,할인 혜택,앱 알림
윤하온,여성,24,물리치료사,울산,이메일,010-3724-5216,결혼,아니오,오피스텔,예,아니오,,,아니오,예,예,예,예,계약 변경 요청,아니오,0,0,아니오,연금상품,4887315,11,2,0,신용대출,예,37,9,할인 혜택,앱 알림
장예진,여성,43,간호사,창원,전화,010-8379-2419,미혼,아니오,빌라,아니오,아니오,,,아니오,예,예,아니오,아니오,해지 문의,아니오,0,0,아니오,암보험,1448123,3,2,3216162,담보대출,아니오,26,17,할인 혜택,이메일
정은서,여성,43,기자,대전,전화,010-1001-7285,결혼,예,아파트,아니오,예,아우디,2003,아니오,아니오,아니오,아니오,예,보장 내용 문의,예,843265707,무한,예,정기상품,1624503,20,0,3593948,담보대출,예,36,18,할인 혜택,전화
강도영,남성,37,회계사,서울,대면,010-9332-4387,미혼,아니오,오피스텔,아니오,예,스포티지,2009,아니오,예,예,예,예,보장 내용 문의,예,373482634,무한,예,암보험,4098276,17,2,0,,아니오,16,15,신제품 출시,전화
정유진,여성,57,엔지니어,대구,이메일,010-5290-2762,미혼,아니오,아파트,아니오,아니오,,,예,아니오,아니오,예,아니오,해지 문의,아니오,0,0,아니오,연금상품,1267849,19,3,858965,담보대출,아니오,32,10,정책 알림,앱 알림
최하진,여성,41,기자,성남,이메일,010-1881-9024,결혼,아니오,주택,예,예,그랜저,2015,예,아니오,아니오,아니오,예,해지 문의,예,739361318,무한,아니오,암보험,1276114,12,0,1867896,담보대출,아니오,10,18,정책 알림,전화
최하린,여성,37,물리치료사,부산,대면,010-6252-7759,결혼,아니오,오피스텔,예,예,쏘나타,2002,예,아니오,예,예,아니오,보험료 문의,예,969600032,무한,아니오,정기상품,4328949,15,1,4489142,담보대출,예,27,13,할인 혜택,앱 알림
